decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,Tata Consultancy Services,Data Scientist - Supply Chain Analytics,https://jobright.ai/jobs/info/6a8627d52f4f0014cae28a54,jobright_matches,,,,,2026-09-10T13:02:42+00:00,broad,data_ml,low,fit_priority: in-scope SWE/data/ML but no clear 2027 intern or early-career keep signal.,board_fields,program_end,,,,,,
later,Workday,"Sr Software Engineer – API Platform, Product Engineering (Python/Typescript)",https://jobright.ai/jobs/info/6a9cc830a7ba386c5d66ee73,jobright_matches,,,,,2026-09-10T13:02:42+00:00,broad,cloud_swe,low,fit_priority: in-scope SWE/data/ML but no clear 2027 intern or early-career keep signal.,board_fields,program_end,,,,,,
later,Activision Blizzard,Activision 2027 Summer Internships - Information Security,https://jobright.ai/jobs/info/6aa1e2fb3272060a8e3f2a6e,intern_list,internship_if_eligible,On Site,"Los Angeles, CA",9 hours ago,2026-09-10T13:03:51+00:00,practice,cloud_swe,medium,"fit_priority: Summer 2027 information-security intern — adjacent cyber, not core SWE/ML.",board_fields,program_end,,,,,,
keep,Activision Blizzard,Activision 2027 Summer Internships - Software Engineering,https://jobright.ai/jobs/info/6aa1e2fd0ffb3d4fea6b7a52,intern_list,internship_if_eligible,On Site,"Los Angeles, CA; Portland, ME; Santa Monica, CA",9 hours ago,2026-09-10T13:03:51+00:00,core,cloud_swe,high,"intern_ok + fit_priority: Summer 2027 software engineering intern, US on-site.",board_fields,program_end,,,none,,,
later,Allegion,Summer Intern - Firmware Engineer,https://jobright.ai/jobs/info/6aa08840dbc0e60e37e0e432,intern_list,internship_if_eligible,On Site,"Farmington, CT",8 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
skip,Allstate,Quantum Algorithm Development Intern,https://jobright.ai/jobs/info/6aa089555b2d5633ef3bf3b0,intern_list,internship_if_eligible,Remote,United States,15 hours ago,2026-09-10T13:03:51+00:00,,,high,remote: work_model is fully remote / remote-only.,board_fields,n/a,,,,,,
later,American Express,"Campus Graduate Masters Summer Internship Program - 2027 AI Engineer, Enterprise Technology Services- Sunrise, FL",https://jobright.ai/jobs/info/6a837a573eeac101cfaa0329,intern_list,internship_if_eligible,Hybrid,"Phoenix, AZ; Sunrise, FL",12 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,intern_ok + dual_grad_dates: Summer 2027 AI Engineer intern. Prior exclusive Dec 2027–June 2028 graduation window is a non-blocking note under v6 (not a hard_gate skip). Lower priority vs other 2027 AI intern keeps.,board_fields,program_end,,,,,,
skip,Asure Software,Intern - Software Engineering,https://jobright.ai/jobs/info/6aa171d40ffb3d4fea6b4c0d,intern_list,internship_if_eligible,Remote,United States,17 hours ago,2026-09-10T13:03:51+00:00,,,high,remote: work_model is fully remote / remote-only.,board_fields,n/a,,,,,,
later,Barnes & Thornburg LLP,2027 BT RISE Internship - Information Technology AI Intern,https://jobright.ai/jobs/info/6aa1c265dbc0e60e37e1370a,intern_list,internship_if_eligible,On Site,"Indianapolis, IN",16 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: 2027 intern/co-op on-cycle but weaker SWE/ML keep signal (analytics, systems, security, or generic program).",board_fields,program_end,,,,,,
later,Boeing,Boeing - Wichita Summer 2027 Internship Program (Paid) - Information Digital Technology & Security (IDT&S),https://jobright.ai/jobs/info/6aa13a373272060a8e3eef16,intern_list,internship_if_eligible,On Site,"Wichita, KS",9 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,"intern_ok + fit_priority: 2027 intern/co-op on-cycle but weaker SWE/ML keep signal (analytics, systems, security, or generic program).",board_fields,program_end,,,,,,
later,CIM Group,Data Science Intern,https://jobright.ai/jobs/info/6aa1dea22f936e4a53dae832,intern_list,internship_if_eligible,On Site,"Los Angeles, CA",14 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
keep,Capital One,"Current Master's, AI Engineering Internship Program - Summer 2027",https://jobright.ai/jobs/info/6aa0177cea127c3794694e3a,intern_list,internship_if_eligible,Hybrid,"New York, NY; McLean, VA; San Jose, CA",12 hours ago,2026-09-10T13:03:51+00:00,core,data_ml,high,"intern_ok + fit_priority: Summer 2027 AI engineering intern, US hybrid.",board_fields,program_end,,,none,,,
skip,Cohere,Software Engineer Intern (Winter 2027),https://jobright.ai/jobs/info/6a559a6c13cd7d29d5e32d4b,intern_list,internship_if_eligible,Remote,United States; Canada; United Kingdom,12 hours ago,2026-09-10T13:03:51+00:00,,,high,remote: work_model is fully remote / remote-only.,board_fields,n/a,,,,,,
later,Coinbase,Data Science Intern,https://jobright.ai/jobs/info/6aa08bc0dbc0e60e37e0e536,intern_list,internship_if_eligible,Hybrid,"San Francisco, CA",13 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,intern_ok: in-scope internship but no explicit 2027 term on the board — do not infer a cycle; later. [reused prior fingerprint after hard-rule checks],board_fields,program_end,,,,,,
skip,Crest Industries,Developer Intern,https://jobright.ai/jobs/info/6aa196983272060a8e3f0c96,intern_list,internship_if_eligible,Remote,United States,7 hours ago,2026-09-10T13:03:51+00:00,,,high,remote: work_model is fully remote / remote-only.,board_fields,n/a,,,,,,
keep,DV Trading LLC,AI Engineer Intern - Summer 2027,https://jobright.ai/jobs/info/6aa1bcd0dbc0e60e37e13491,intern_list,internship_if_eligible,On Site,"Chicago, IL",13 hours ago,2026-09-10T13:03:51+00:00,core,data_ml,high,"intern_ok + fit_priority: Summer 2027 AI engineer intern, Chicago on-site.",board_fields,program_end,,https://job-boards.greenhouse.io/dvtrading/jobs/4732429005,exact,greenhouse,AI Engineer Intern - Summer 2027,title overlap 1.00 on greenhouse board 'dvtrading' (60 postings)
keep,Delta Air Lines,"Graduate Intern, Innovation - AI Engineering (Spring 2027)",https://jobright.ai/jobs/info/6a90e1bf8ffa38557e6cf351,intern_list,internship_if_eligible,On Site,"Atlanta, GA",12 hours ago,2026-09-10T13:03:51+00:00,core,data_ml,high,"intern_ok + dual_grad_dates: Spring 2027 AI engineering graduate intern, Atlanta on-site.",board_fields,dual_date,,,none,,,
later,Dixon Valve,AI Solution & Automations Intern,https://jobright.ai/jobs/info/6aa1ab3a2f936e4a53dad64b,intern_list,internship_if_eligible,On Site,"Chestertown, MD",13 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
later,EOSYS,Associate Commercial Data Science Intern,https://jobright.ai/jobs/info/6aa1a7003272060a8e3f148c,intern_list,internship_if_eligible,On Site,"New York, NY",23 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
later,Epic Games,Backend Services Programmer Intern,https://jobright.ai/jobs/info/6aa204852f936e4a53daf36d,intern_list,internship_if_eligible,On Site,"Cary, NC",11 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
later,Epic Games,UI Programmer Intern,https://jobright.ai/jobs/info/6aa204740ffb3d4fea6b843b,intern_list,internship_if_eligible,On Site,"Cary, NC",11 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
later,Evolver,Applied Data Science Intern,https://jobright.ai/jobs/info/6aa14737dbc0e60e37e109c9,intern_list,internship_if_eligible,Hybrid,"Palo Alto, CA",1 day ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,intern_ok + fit_priority: in-scope intern/co-op but no clear 2027 SWE/ML keep signal (undergrad/IT/analyst/professor-rec framing). [reused prior fingerprint after hard-rule checks],board_fields,program_end,,,,,,
later,FIRST,IT Data Operations Intern (Hybrid - NY office),https://jobright.ai/jobs/info/6aa2047d500b01124c78028a,intern_list,internship_if_eligible,Hybrid,"New York, NY",9 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
later,IBM,2027 Masters or PhD Intern — Marketing Data Science & Data Analytics,https://jobright.ai/jobs/info/6aa1fb53500b01124c77ff78,intern_list,internship_if_eligible,Hybrid,"New York, NY",12 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer 2027 masters/PhD intern is on-cycle but Marketing Data Science/Analytics, not core SWE/ML. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
keep,ICD Portal,Summer 2027 AI Software Engineering Internship,https://jobright.ai/jobs/info/6aa1fc6d0ffb3d4fea6b8174,intern_list,internship_if_eligible,On Site,"Jersey City, NJ",12 hours ago,2026-09-10T13:03:51+00:00,core,cloud_swe,high,"intern_ok + fit_priority: Summer 2027 AI software engineering intern, Jersey City on-site.",board_fields,program_end,,,none,,,
keep,ICD Portal,Summer 2027 C++ Distributed Systems Developer Internship,https://jobright.ai/jobs/info/6aa1fc6a3272060a8e3f3157,intern_list,internship_if_eligible,On Site,"Jersey City, NJ",12 hours ago,2026-09-10T13:03:51+00:00,core,cloud_swe,high,"intern_ok + fit_priority: Summer 2027 C++ distributed-systems intern, Jersey City on-site.",board_fields,program_end,,,none,,,
keep,ICD Portal,Summer 2027 Data Platform Internship,https://jobright.ai/jobs/info/6aa1fc4edbc0e60e37e1497f,intern_list,internship_if_eligible,On Site,"Jersey City, NJ",12 hours ago,2026-09-10T13:03:51+00:00,core,cloud_swe,high,"intern_ok + fit_priority: Summer 2027 data platform intern, Jersey City on-site.",board_fields,program_end,,,none,,,
later,ICD Portal,Summer 2027 IFI Application Software Engineering Internship,https://jobright.ai/jobs/info/6aa1fc51500b01124c77ffb1,intern_list,internship_if_eligible,On Site,"Jersey City, NJ",12 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: Summer 2027 SWE intern but IFI application track is more generic app-dev than the AI/C++/platform/Java ICD rows.,board_fields,program_end,,,,,,
keep,ICD Portal,Summer 2027 Java Software Engineering Internship,https://jobright.ai/jobs/info/6aa1fc46ef23570cae247272,intern_list,internship_if_eligible,On Site,"Jersey City, NJ",12 hours ago,2026-09-10T13:03:51+00:00,core,cloud_swe,high,"intern_ok + fit_priority: Summer 2027 Java SWE intern, Jersey City on-site.",board_fields,program_end,,,none,,,
later,ICD Portal,Summer 2027 Market Data Developer Internship,https://jobright.ai/jobs/info/6aa1fc50dbc0e60e37e14988,intern_list,internship_if_eligible,On Site,"Jersey City, NJ",6 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,"intern_ok + fit_priority: Summer 2027 market-data developer intern — related SWE, lower than core ICD SWE/ML rows.",board_fields,program_end,,,,,,
later,ICD Portal,Summer 2027 Node.JS Developer Internship,https://jobright.ai/jobs/info/6aa1fc4c0ffb3d4fea6b815a,intern_list,internship_if_eligible,On Site,"Jersey City, NJ",6 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: Summer 2027 Node.js developer intern — generic front-end/app track vs core ICD SWE/ML.,board_fields,program_end,,,,,,
later,Meijer,Store Analytics Intern- Summer 2027,https://jobright.ai/jobs/info/6aa06c6da2266b538d230420,intern_list,internship_if_eligible,Hybrid,"Grand Rapids, MI",13 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,fit_priority: Summer 2027 store analytics intern — light analytics vs core DS/ML. [reused prior fingerprint after hard-rule checks],board_fields,program_end,,,,,,
skip,Merck,2026 Future Talent Program – Modeling & Informatics - Co-op,https://jobright.ai/jobs/info/6aa1733c0ffb3d4fea6b4c7a,intern_list,internship_if_eligible,On Site,"Boston, MA; South San Francisco, CA; Rahway, NJ; West Point, PA",13 hours ago,2026-09-10T13:03:51+00:00,,,high,start_date_conflict / timing_expired: board text shows a 2026 job term/start.,board_fields,n/a,,,,,,
keep,Merck,2027 Future Talent Program - AI/ML Computational Toxicology - Intern,https://jobright.ai/jobs/info/6a9f5b0d2c964816f65efe64,intern_list,internship_if_eligible,On Site,"West Point, PA",12 hours ago,2026-09-10T13:03:51+00:00,core,health_ai,high,"intern_ok + fit_priority: 2027 AI/ML computational toxicology intern, US on-site.",board_fields,program_end,,,none,,,
keep,Merck,2027 Future Talent Program – Modeling & Informatics - Intern,https://jobright.ai/jobs/info/6aa189402f936e4a53dac32b,intern_list,internship_if_eligible,On Site,"Rahway, NJ; Boston, MA; South San Francisco, CA; West Point, PA",13 hours ago,2026-09-10T13:03:51+00:00,core,health_ai,high,"intern_ok + fit_priority: 2027 modeling & informatics intern, US on-site health/ML.",board_fields,program_end,,,none,,,
keep,NVIDIA,NVIDIA 2027 Internships: Deep Learning,https://jobright.ai/jobs/info/6a8562bae459fa3baa862398,intern_list,internship_if_eligible,On Site,"Santa Clara, CA",12 hours ago,2026-09-10T13:03:51+00:00,core,data_ml,high,"intern_ok + fit_priority: 2027 deep learning intern, Santa Clara on-site.",board_fields,program_end,,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/NVIDIA-2027-Internships--Deep-Learning_JR2023497-1,exact,workday,NVIDIA 2027 Internships: Deep Learning,title overlap 1.00 on known workday 'nvidia.wd5/NVIDIAExternalCareerSite' (q='NVIDIA 2027 Internships: Deep Learning')
later,Navy Federal Credit Union,Summer Associate Intern (Data Scientist),https://jobright.ai/jobs/info/6aa16828dbc0e60e37e111a8,intern_list,internship_if_eligible,Hybrid,"Vienna, VA",22 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer Associate DS/AI family. Exclusive 'graduation December 2027 or later' window matches neither program end 2026-12-18 nor commencement March 2027 — eligibility note, not a skip (hard_gate). Lower priority than named 2027 SWE/ML intern keeps. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
later,Navy Federal Credit Union,Summer Associate Internship (Data Scientist),https://jobright.ai/jobs/info/6aa16828dbc0e60e37e111a7,intern_list,internship_if_eligible,Hybrid,"Vienna, VA",11 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer Associate DS/AI family. Exclusive 'graduation December 2027 or later' window matches neither program end 2026-12-18 nor commencement March 2027 — eligibility note, not a skip (hard_gate). Lower priority than named 2027 SWE/ML intern keeps. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
later,Navy Federal Credit Union,Summer Associate Internship (Data Scientist),https://jobright.ai/jobs/info/6aa16332ef23570cae2439e7,intern_list,internship_if_eligible,Hybrid,"Vienna, VA; Pensacola, FL; Winchester, VA",11 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer Associate DS/AI family. Exclusive 'graduation December 2027 or later' window matches neither program end 2026-12-18 nor commencement March 2027 — eligibility note, not a skip (hard_gate). Lower priority than named 2027 SWE/ML intern keeps. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
later,Navy Federal Credit Union,Summer Associate Internship (Data Scientist),https://jobright.ai/jobs/info/6aa1c3eeef23570cae2460f6,intern_list,internship_if_eligible,Hybrid,"Vienna, VA; Pensacola, FL",11 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer Associate DS/AI family. Exclusive 'graduation December 2027 or later' window matches neither program end 2026-12-18 nor commencement March 2027 — eligibility note, not a skip (hard_gate). Lower priority than named 2027 SWE/ML intern keeps. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
later,Navy Federal Credit Union,Summer Associate Internship (Data Scientist),https://jobright.ai/jobs/info/6aa1682b3272060a8e3ef934,intern_list,internship_if_eligible,Hybrid,"Vienna, VA",22 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer Associate DS/AI family. Exclusive 'graduation December 2027 or later' window matches neither program end 2026-12-18 nor commencement March 2027 — eligibility note, not a skip (hard_gate). Lower priority than named 2027 SWE/ML intern keeps. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
later,Navy Federal Credit Union,Summer Associate Internship (Payments AI Engineer),https://jobright.ai/jobs/info/6aa168692f936e4a53dab860,intern_list,internship_if_eligible,Hybrid,"Vienna, VA; Pensacola, FL",16 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer Associate DS/AI family. Exclusive 'graduation December 2027 or later' window matches neither program end 2026-12-18 nor commencement March 2027 — eligibility note, not a skip (hard_gate). Lower priority than named 2027 SWE/ML intern keeps. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
later,Navy Federal Credit Union,Summer Associate Internship (Security Workflow Engineer),https://jobright.ai/jobs/info/6aa168282f936e4a53dab82a,intern_list,internship_if_eligible,Hybrid,"Vienna, VA",16 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer Associate DS/AI family. Exclusive 'graduation December 2027 or later' window matches neither program end 2026-12-18 nor commencement March 2027 — eligibility note, not a skip (hard_gate). Lower priority than named 2027 SWE/ML intern keeps. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
later,Northern Trust,Technology Analyst – Data Science and Analytics,https://jobright.ai/jobs/info/6aa1a8833272060a8e3f15ee,intern_list,internship_if_eligible,On Site,"Chicago, IL",17 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,low,fit_priority: in-scope SWE/data/ML but no clear 2027 intern or early-career keep signal.,board_fields,program_end,,,,,,
later,Northrop Grumman,2027 Systems Engineering Intern- Huntsville AL,https://jobright.ai/jobs/info/6aa012eba2266b538d22e097,intern_list,internship_if_eligible,On Site,"Huntsville, AL",8 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,"intern_ok + fit_priority: 2027 intern/co-op on-cycle but weaker SWE/ML keep signal (analytics, systems, security, or generic program).",board_fields,program_end,,,,,,
later,Northrop Grumman,2027 Systems Security Engineering Intern - Roy UT,https://jobright.ai/jobs/info/6aa067c75b2d5633ef3be5fc,intern_list,internship_if_eligible,On Site,"Roy, UT",8 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,"intern_ok + fit_priority: 2027 intern/co-op on-cycle but weaker SWE/ML keep signal (analytics, systems, security, or generic program).",board_fields,program_end,,,,,,
later,OneMain Financial,Analytics Intern,https://jobright.ai/jobs/info/6aa020f9dbc0e60e37e0b921,intern_list,internship_if_eligible,Hybrid,"Wilmington, DE; Charlotte, NC",11 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
later,Peraton,Summer 2027 Data Science Intern,https://jobright.ai/jobs/info/6aa170c03272060a8e3efc2e,intern_list,internship_if_eligible,On Site,"Herndon, VA; Blacksburg, VA",19 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: 2027 co-op/DS intern, US on-site. Board asks US citizenship / clearance path — export_compliance is not a skip; care is low so later, not keep. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
later,Perpay Inc.,Analytics Internship Summer 2027,https://jobright.ai/jobs/info/6a971836b22f636c81415cff,intern_list,internship_if_eligible,On Site,"Philadelphia, PA",6 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,"intern_ok + fit_priority: 2027 intern/co-op on-cycle but weaker SWE/ML keep signal (analytics, systems, security, or generic program).",board_fields,program_end,,,,,,
skip,Postman,"AI Engineer, Internship - Summer 2026 - Applications Open Now",https://jobright.ai/jobs/info/6a77c63a67a1ad0bc53cce34,intern_list,internship_if_eligible,On Site,"Berkeley, CA; San Francisco, CA",12 hours ago,2026-09-10T13:03:51+00:00,,,high,start_date_conflict / timing_expired: board text shows a 2026 job term/start.,board_fields,n/a,,,,,,
keep,S&P Global,Machine Learning Engineer - Summer Intern 2027,https://jobright.ai/jobs/info/6aa17ab43272060a8e3eff0c,intern_list,internship_if_eligible,On Site,"Cambridge, MA; New York, NY",15 hours ago,2026-09-10T13:03:51+00:00,core,data_ml,high,"intern_ok + fit_priority: Summer 2027 ML engineer intern, Cambridge/NY on-site.",board_fields,program_end,,,none,,,
keep,Shield AI,Summer 2027 - Software Engineer Intern,https://jobright.ai/jobs/info/6aa1f71c500b01124c77fdf5,intern_list,internship_if_eligible,On Site,"San Diego, CA; Washington, DC; Dallas, TX; Seattle, WA",7 hours ago,2026-09-10T13:03:51+00:00,core,cloud_swe,high,"intern_ok + fit_priority: Summer 2027 software engineer intern, US on-site.",board_fields,program_end,,https://jobs.lever.co/shieldai/8c850c75-081d-4d09-bebf-096379a93010,exact,lever,Summer 2027 - Software Engineer Intern,title overlap 1.00 on lever board 'shieldai' (484 postings)
skip,Solidigm,Talent Acquisition Data Engineering & Analytics Graduate Intern,https://jobright.ai/jobs/info/6aa1f3e93272060a8e3f2e36,intern_list,internship_if_eligible,Remote,United States,13 hours ago,2026-09-10T13:03:51+00:00,,,high,remote: work_model is fully remote / remote-only.,board_fields,n/a,,,,,,
keep,Tesla,"Internship, Machine Learning Engineer, Factory Software (Winter/Spring 2027)",https://jobright.ai/jobs/info/6aa1d337dbc0e60e37e13dce,intern_list,internship_if_eligible,On Site,"Fremont, CA",15 hours ago,2026-09-10T13:03:51+00:00,core,data_ml,high,"intern_ok + dual_grad_dates: Winter/Spring 2027 ML engineer intern, Fremont on-site.",board_fields,dual_date,,,none,,,
keep,The Aerospace Corporation,2027 Machine Learning Engineering Graduate Intern,https://jobright.ai/jobs/info/6aa1e791500b01124c77f96f,intern_list,internship_if_eligible,On Site,"El Segundo, CA; Colorado Springs, CO; Chantilly, VA",11 hours ago,2026-09-10T13:03:51+00:00,core,data_ml,high,"intern_ok + fit_priority: 2027 ML engineering graduate intern, US on-site.",board_fields,program_end,,,none,,,
keep,Verizon,Verizon Consumer Group: AI/ML Engineering Summer 2027 Internship,https://jobright.ai/jobs/info/6aa1a348ef23570cae2454a4,intern_list,internship_if_eligible,Hybrid,"Bernards, NJ",16 hours ago,2026-09-10T13:03:51+00:00,core,data_ml,high,"intern_ok + fit_priority: Summer 2027 AI/ML engineering intern, NJ hybrid.",board_fields,program_end,,,none,,,
later,Westinghouse Electric Company,"2027 Summer Intern - Platform Services Job Details | Westinghouse Electric Company, LLC",https://jobright.ai/jobs/info/6aa200090ffb3d4fea6b82ff,intern_list,internship_if_eligible,Hybrid,"Cranberry Township, PA",12 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,"intern_ok + fit_priority: 2027 intern/co-op on-cycle but weaker SWE/ML keep signal (analytics, systems, security, or generic program).",board_fields,program_end,,,,,,
later,Westinghouse Electric Company,"Summer Intern -Computer Engineering / Software Engineering Job Details | Westinghouse Electric Company, LLC",https://jobright.ai/jobs/info/6aa2003fef23570cae247442,intern_list,internship_if_eligible,Hybrid,"Cranberry Township, PA; Warrendale, PA; Blairsville, PA; New Stanton, PA",12 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
later,Westinghouse Electric Company,"Summer Intern -Computer Engineering / Software Engineering Job Details | Westinghouse Electric Company, LLC",https://jobright.ai/jobs/info/6aa2003a3272060a8e3f32fe,intern_list,internship_if_eligible,Hybrid,"Rock Hill, SC; Columbia, SC",12 hours ago,2026-09-10T13:03:51+00:00,broad,cloud_swe,medium,intern_ok + fit_priority: in-scope internship but no explicit 2027 term on the board — do not infer a cycle.,board_fields,either,,,,,,
later,WhiteWater,Data Science Intern - Summer 2027,https://jobright.ai/jobs/info/6a8efd3fd7c91d0cf446ce9c,intern_list,internship_if_eligible,On Site,"Austin, TX",22 hours ago,2026-09-10T13:03:51+00:00,broad,data_ml,medium,"intern_ok + fit_priority: Summer 2027 DS intern, Austin. Board prefers May 2028 grad — exclusive-window note, not a skip. Trading/energy framing is weaker than core DS/ML keeps. [reused prior fingerprint after hard-rule checks]",board_fields,program_end,,,,,,
