decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
later,Stripe,"Software Engineer, Product Security Data Platforms",https://jobright.ai/jobs/info/6a54c12eccd81a26173f3600,jobright_matches,,,,,2026-09-06T22:03:55+00:00,broad,cloud_swe,low,fit_priority: Stripe software engineer (product security / data platforms) on a public homepage card; not labeled new-grad/junior. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,TrueFoundry,Staff /Principal Engineer – Core Team,https://jobright.ai/jobs/info/6a50e8de57513b72e0c62458,jobright_matches,,,,,2026-09-06T22:03:55+00:00,broad,cloud_swe,low,fit_priority: staff/principal core-team engineer; too senior for new-grad. work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,UST HealthProof,Data Analyst,https://jobright.ai/jobs/info/6a9dd5d4a7ba386c5d67067d,jobright_matches,,,,,2026-09-06T22:03:55+00:00,practice,data_ml,low,fit_priority: data analyst on a public homepage card (light analytics → later). work_model/location blank — evidence incomplete.,board_fields,program_end,,,,,,
later,AlixPartners,Data Scientist Summer Internship,https://jobright.ai/jobs/info/6a4befba4eb370649b27b995,intern_list,internship_if_eligible,Hybrid,"New York, NY",1 day ago,2026-09-06T22:04:07+00:00,core,data_ml,medium,intern_ok + fit_priority: hybrid NYC data-scientist summer internship. No explicit 2027 term on the card — do not infer a cycle.,board_fields,program_end,,,,,,
later,Berkeley Industrial Engineering & Operations Research,AI Agent Intern at Asymptote Capital,https://jobright.ai/jobs/info/6a9d5c9ea7ba386c5d66fb7d,intern_list,internship_if_eligible,Hybrid,"Oregon, United States; Silicon Valley, California, United States",9 hours ago,2026-09-06T22:04:07+00:00,practice,data_ml,medium,intern_ok + fit_priority: university-listed AI agent intern at Asymptote Capital (Berkeley IEOR board). Hybrid Oregon / Silicon Valley. Cycle year not on the card — later rather than keep.,board_fields,program_end,,,,,,
later,Berkeley Industrial Engineering & Operations Research,AI Research Intern at Asymptote Capital,https://jobright.ai/jobs/info/6a9d5c5d75edfa11b470f412,intern_list,internship_if_eligible,Hybrid,"Indianapolis, IN; Silicon Valley, United States",9 hours ago,2026-09-06T22:04:07+00:00,practice,data_ml,medium,intern_ok + fit_priority: university-listed AI research intern at Asymptote Capital. Hybrid Indianapolis / Silicon Valley. Cycle year not on the card — later rather than keep.,board_fields,program_end,,,,,,
later,Berkeley Industrial Engineering & Operations Research,Data Scientist Intern at Asymptote Capital,https://jobright.ai/jobs/info/6a9c9eb22c964816f65e9bdc,intern_list,internship_if_eligible,On Site,"Oregon, United States",23 hours ago,2026-09-06T22:04:07+00:00,broad,data_ml,low,"intern_ok + fit_priority: university-listed data-scientist intern at Asymptote Capital, Oregon on-site. Term year unclear.",board_fields,program_end,,,,,,
skip,Bombardier,Mechanical Engineer Intern,https://jobright.ai/jobs/info/6a63b09ce8d8d22e3292a168,intern_list,internship_if_eligible,On Site,"Wichita, KS",3 hours ago,2026-09-06T22:04:07+00:00,,,high,"non_target_role: mechanical engineer intern, not SWE/data/ML.",board_fields,n/a,,,,,,
skip,ByteDance,Applied Research Intern - AI Safety Security - Global Frontier Tech Recruitment Program - 2027 Start (PhD),https://jobright.ai/jobs/info/6a8b069b25fc4e7ae3db53ac,intern_list,internship_if_eligible,On Site,"San Jose, CA",5 hours ago,2026-09-06T22:04:07+00:00,,,high,hard_gate: PhD-only title on board text (2027 Start (PhD)).,board_fields,n/a,,,,,,
later,Center for AI Safety,Research Engineer Intern,https://jobright.ai/jobs/info/6a680f9f2bf1fb2b719283ca,intern_list,internship_if_eligible,On Site,"San Francisco, CA",9 hours ago,2026-09-06T22:04:07+00:00,core,data_ml,medium,"intern_ok + fit_priority: Center for AI Safety research engineer intern, San Francisco on-site. Enrolled-student language is not a skip. Cycle year not on the card and board asks for a top-ML-conference paper — later rather than keep.",board_fields,program_end,,,,,,
skip,Charles Schwab,2027 Technology Intern - Software Engineering,https://jobright.ai/jobs/info/6a9b67741388387060598026,intern_list,internship_if_eligible,On Site,"Austin, TX; Westlake, TX; Southlake, TX; Phoenix, AZ; Ann Arbor, MI; Omaha, NE",1 hour ago,2026-09-06T22:04:07+00:00,,,high,"hard_gate + traditional_student_coop: 2027 Technology Intern requires current bachelor's enrollment, junior-level standing, and not having completed a bachelor's before the internship — matches neither program end 2026-12-18 nor commencement March 2027.",board_fields,n/a,,,,,,
later,Chase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a8c76bf25fc4e7ae3db8752,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York metropolitan area, United States; Columbus, OH; Plano, TX; Palo Alto, CA",2 days ago,2026-09-06T22:04:07+00:00,practice,data_ml,medium,"fit_priority + intern_ok: 2027 data/AI program titled analyst, not SWE/ML engineer.",board_fields,program_end,,,,,,
keep,Citadel,Sector Data Scientist – 2027 Intern (US),https://jobright.ai/jobs/info/6a7a308fbb6ca93ae561a556,intern_list,internship_if_eligible,On Site,"New York, NY",1 day ago,2026-09-06T22:04:07+00:00,core,data_ml,high,intern_ok + fit_priority: 2027 sector data-scientist intern.,board_fields,program_end,,,none,,,
skip,Cohere,Software Engineer Intern (Winter 2027),https://jobright.ai/jobs/info/6a559a6c13cd7d29d5e32d4b,intern_list,internship_if_eligible,Remote,United States; Canada; United Kingdom,6 hours ago,2026-09-06T22:04:07+00:00,,,high,remote: work_model Remote / United States; Canada; United Kingdom. Winter 2027 intern is otherwise intern_ok.,board_fields,n/a,,,,,,
later,JPMorganChase,2027 Data & AI Program - Summer Internship - Analyst - United States,https://jobright.ai/jobs/info/6a8c7134581f2d7bfdfe391c,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York Metro, United States; Columbus, OH; Delaware Metro, United States; Plano, TX; Palo Alto, CA",12 hours ago,2026-09-06T22:04:07+00:00,practice,data_ml,medium,"fit_priority + intern_ok: 2027 data/AI program titled analyst, not SWE/ML engineer (same family as the Chase card).",board_fields,program_end,,,,,,
later,Jump Trading,Campus AI Research Engineer - Deep Learning (Intern),https://jobright.ai/jobs/info/6a57469bf7517b519ad59b5d,intern_list,internship_if_eligible,On Site,"Chicago, IL; New York, NY",15 hours ago,2026-09-06T22:04:07+00:00,core,data_ml,medium,"intern_ok + fit_priority: Jump Trading campus AI research engineer intern (deep learning), Chicago/NY on-site. Strong fit but no explicit 2027 term — do not infer a cycle.",board_fields,program_end,,,,,,
later,Jump Trading,Campus Software Engineer (Intern),https://jobright.ai/jobs/info/6a4ec9c8fc327f422fef4285,intern_list,internship_if_eligible,On Site,"Chicago, IL",2 hours ago,2026-09-06T22:04:07+00:00,core,cloud_swe,medium,"intern_ok + fit_priority: Jump Trading campus software engineer intern, Chicago on-site. Cycle year not on the card — later rather than keep.",board_fields,program_end,,,,,,
later,Keurig Dr Pepper Inc.,Summer 2027 Intern - Data Analytics,https://jobright.ai/jobs/info/6a97108ee4e60e4b8da5bd8f,intern_list,internship_if_eligible,On Site,"Rogers, AR",1 day ago,2026-09-06T22:04:07+00:00,practice,data_ml,medium,intern_ok + fit_priority: Summer 2027 data-analytics intern (light analytics → later).,board_fields,program_end,,,,,,
later,Leonardo DRS,Embedded Software Engineer Intern,https://jobright.ai/jobs/info/6a75d5eaa26ccc369f832468,intern_list,internship_if_eligible,On Site,"Bridgeton, MO",4 hours ago,2026-09-06T22:04:07+00:00,broad,cloud_swe,medium,"intern_ok + traditional_student_coop + fit_priority: Leonardo DRS embedded software engineer intern, Bridgeton on-site. Undergrad junior-or-above framing; cycle year not on the card — later.",board_fields,program_end,,,,,,
later,Leonardo DRS,"Embedded Software Engineer Intern Job Details | Leonardo DRS, Inc.",https://jobright.ai/jobs/info/6a8a62e2d34f700f87fccc29,intern_list,internship_if_eligible,On Site,"Bridgeton, MO",4 hours ago,2026-09-06T22:04:07+00:00,broad,cloud_swe,medium,"intern_ok + traditional_student_coop + fit_priority: Leonardo DRS embedded software engineer intern (Job Details twin), Bridgeton on-site. Undergrad junior-or-above framing; cycle year not on the card — later.",board_fields,program_end,,,,,,
later,Leonardo DRS,Quality Software Engineer Intern,https://jobright.ai/jobs/info/6a75d5ddb17cba569035b31a,intern_list,internship_if_eligible,On Site,"Bridgeton, MO",4 hours ago,2026-09-06T22:04:07+00:00,practice,cloud_swe,medium,"intern_ok + fit_priority: Leonardo DRS quality software engineer intern, Bridgeton on-site (QA-leaning → later). Cycle year not on the card.",board_fields,program_end,,,,,,
later,Leonardo DRS,"Quality Software Engineer Intern Job Details | Leonardo DRS, Inc.",https://jobright.ai/jobs/info/6a8a540acde3717f9e9b95cb,intern_list,internship_if_eligible,On Site,"Bridgeton, MO",4 hours ago,2026-09-06T22:04:07+00:00,practice,cloud_swe,medium,"intern_ok + fit_priority: Leonardo DRS quality software engineer intern (Job Details twin), Bridgeton on-site (QA-leaning → later). Cycle year not on the card.",board_fields,program_end,,,,,,
skip,Mayo Clinic,Data Science Intern - Garg Lab AI Program,https://jobright.ai/jobs/info/6a9b071913883870605963f9,intern_list,internship_if_eligible,Remote,United States,1 day ago,2026-09-06T22:04:07+00:00,,,high,remote: fully remote / remote-only on board work_model.,board_fields,n/a,,,,,,
skip,Mayo Clinic Rochester,Data Science Intern - Garg Lab AI Program,https://jobright.ai/jobs/info/6a9b10bfd5ff1f3f1c39d77d,intern_list,internship_if_eligible,Remote,United States,2 days ago,2026-09-06T22:04:07+00:00,,,high,remote: fully remote / remote-only on board work_model.,board_fields,n/a,,,,,,
skip,Medpace,AI Engineering Intern - Fall 2026,https://jobright.ai/jobs/info/69f2f72534c4af7a79ab8069,intern_list,internship_if_eligible,On Site,"Cincinnati, OH",11 hours ago,2026-09-06T22:04:07+00:00,,,high,start_date_conflict + timing_expired: Fall 2026 intern cycle.,board_fields,n/a,,,,,,
later,National Futures Association,Summer 2027 Centralized Data Science and Analytics Intern Job Details | National Futures Association,https://jobright.ai/jobs/info/6a9ba10e2c964816f65e8477,intern_list,internship_if_eligible,On Site,"Chicago, IL",1 day ago,2026-09-06T22:04:07+00:00,broad,data_ml,medium,fit_priority: related intern; weaker fit or missing 2027 term.,board_fields,program_end,,,,,,
keep,Naval Nuclear Laboratory (FMP),Data Science Internship Summer 2027,https://jobright.ai/jobs/info/6a9bfc25a7ba386c5d66dd39,intern_list,internship_if_eligible,On Site,"Niskayuna, NY",1 day ago,2026-09-06T22:04:07+00:00,core,data_ml,high,"intern_ok + fit_priority: Summer 2027 data-science intern. export_compliance: keep, low care.",board_fields,program_end,,,none,,,
skip,Neuralink,Neuroengineer Intern,https://jobright.ai/jobs/info/6a064b96320bff2205eab17d,intern_list,internship_if_eligible,On Site,"Fremont, CA",9 hours ago,2026-09-06T22:04:07+00:00,,,high,"non_target_role: neuroengineer intern (healthcare board), not SWE/ML/AI infra.",board_fields,n/a,,,,,,
skip,Neuralink,Neuroengineer Intern,https://jobright.ai/jobs/info/6a18da2dc2a87d6cd3df536c,intern_list,internship_if_eligible,On Site,"South San Francisco, CA",9 hours ago,2026-09-06T22:04:07+00:00,,,high,"non_target_role: neuroengineer intern, not SWE/ML/AI infra.",board_fields,n/a,,,,,,
skip,Neuralink,Neuroengineer Intern,https://jobright.ai/jobs/info/6a511c62bf63b66c79978f2c,intern_list,internship_if_eligible,On Site,"South San Francisco, CA",9 hours ago,2026-09-06T22:04:07+00:00,,,high,"non_target_role: neuroengineer intern, not SWE/ML/AI infra.",board_fields,n/a,,,,,,
keep,PepsiCo,"2027 Summer Intern: Technology Data & Analytics, Data Engineer & Data Science",https://jobright.ai/jobs/info/6a9860a483fc633357631306,intern_list,internship_if_eligible,On Site,"Plano, TX; Harrison, NY",2 days ago,2026-09-06T22:04:07+00:00,core,data_ml,high,intern_ok + fit_priority: 2027 summer data engineer / data science intern.,board_fields,program_end,,,none,,,
later,SK hynix memory solutions America Inc.,Test Automation Software Engineer Intern,https://jobright.ai/jobs/info/6a6ce936acb0a61f9dbc7d64,intern_list,internship_if_eligible,On Site,"San Jose, CA",5 hours ago,2026-09-06T22:04:07+00:00,practice,cloud_swe,medium,"intern_ok + fit_priority: SK hynix test-automation software engineer intern, San Jose on-site (QA automation → later). Cycle year not on the card.",board_fields,program_end,,,,,,
keep,Schonfeld,2027 Data Science Intern,https://jobright.ai/jobs/info/6a9af6ab9c24314c35f96bbc,intern_list,internship_if_eligible,On Site,"New York, NY",2 days ago,2026-09-06T22:04:07+00:00,core,data_ml,high,intern_ok + fit_priority: 2027 data science intern.,board_fields,program_end,,https://job-boards.greenhouse.io/schonfeld/jobs/8171692,exact,greenhouse,2027 Data Science Intern,title overlap 1.00 on known greenhouse 'schonfeld'
later,Securitas Technology,Engineering Intern,https://jobright.ai/jobs/info/6a93b2a78e5968545337beb8,intern_list,internship_if_eligible,On Site,"Elmsford, NY; Fair Lawn, NJ",13 hours ago,2026-09-06T22:04:07+00:00,practice,cloud_swe,low,intern_ok + fit_priority: generic Engineering Intern (Securitas Technology). Term year unclear; weak SWE signal.,board_fields,program_end,,,,,,
later,Springs Window Fashions,Dealer Business Operations & Analytics Internship - Summer 2027,https://jobright.ai/jobs/info/6a89a042cde3717f9e9b875f,intern_list,internship_if_eligible,On Site,"Middleton, WI",1 day ago,2026-09-06T22:04:07+00:00,practice,data_ml,medium,intern_ok + fit_priority: Summer 2027 dealer-ops analytics intern (light analytics → later).,board_fields,program_end,,,,,,
later,Summit TRC,Engineering Internship/Co-Op,https://jobright.ai/jobs/info/6a985158af954907d6572923,intern_list,internship_if_eligible,On Site,"Huntsville, AL",2 hours ago,2026-09-06T22:04:07+00:00,practice,cloud_swe,medium,"intern_ok + traditional_student_coop + fit_priority: Summit TRC generic engineering internship/co-op, Huntsville on-site. Undergrad junior-or-above plus Secret-clearance/US-citizen text; export_compliance is not a skip. Cycle year not on the card — later.",board_fields,program_end,,,,,,
later,The Campbell's Company,Data Science Intern,https://jobright.ai/jobs/info/6a2c15cdfc064474905481cb,intern_list,internship_if_eligible,On Site,"Camden, NJ",7 hours ago,2026-09-06T22:04:07+00:00,core,data_ml,medium,"intern_ok + fit_priority: Campbell's data science intern, Camden on-site. Cycle year not on the card — later rather than keep.",board_fields,program_end,,,,,,
keep,The Walt Disney Company,"Commercial Data Science Intern, Spring 2027",https://jobright.ai/jobs/info/6a9b58829c24314c35f98fe8,intern_list,internship_if_eligible,On Site,"Lake Buena Vista, FL",1 day ago,2026-09-06T22:04:07+00:00,core,data_ml,high,intern_ok + dual_grad_dates + fit_priority: Spring 2027 commercial data-science intern.,board_fields,dual_date,,,none,,,
keep,TikTok,(General Hire) Machine Learning Engineer Intern (TikTok-Recommendation) - 2027 Summer,https://jobright.ai/jobs/info/6a6ffdbdcd3bac13d370951e,intern_list,internship_if_eligible,On Site,"San Jose, CA",15 hours ago,2026-09-06T22:04:07+00:00,core,data_ml,high,"intern_ok + fit_priority: 2027 summer ML engineer intern (recommendation), San Jose on-site.",board_fields,program_end,,,none,,,
keep,TikTok,Data Engineer Intern (Data Platform Global Live) - 2027 Summer,https://jobright.ai/jobs/info/6a82c7502dbaf907b0764d22,intern_list,internship_if_eligible,On Site,"San Jose, CA",1 hour ago,2026-09-06T22:04:07+00:00,core,cloud_swe,high,"intern_ok + fit_priority: 2027 summer data engineer intern (data platform / global live), San Jose on-site.",board_fields,program_end,,,none,,,
skip,TikTok,Data Science Intern (Advertisement Team) - 2026 Start (PhD),https://jobright.ai/jobs/info/6a73f24d8cd88e7ccbf5ae79,intern_list,internship_if_eligible,On Site,"San Jose, CA",13 hours ago,2026-09-06T22:04:07+00:00,,,high,start_date_conflict + timing_expired + hard_gate: 2026 Start PhD intern.,board_fields,n/a,,,,,,
skip,TikTok,Data Science Intern (Advertisement Team) - 2027 Start (PhD),https://jobright.ai/jobs/info/6a7d66eda346cb6c8d5f2380,intern_list,internship_if_eligible,On Site,"San Jose, CA",2 days ago,2026-09-06T22:04:07+00:00,,,high,hard_gate: PhD-only title on board text.,board_fields,n/a,,,,,,
keep,TikTok,Data Scientist Intern (VOD Data) - 2027 Summer,https://jobright.ai/jobs/info/6a72f51b6ffeee418e5b7eac,intern_list,internship_if_eligible,On Site,"San Jose, CA",21 hours ago,2026-09-06T22:04:07+00:00,core,data_ml,high,"intern_ok + fit_priority: 2027 summer data-scientist intern (VOD data), San Jose on-site.",board_fields,program_end,,,none,,,
skip,TikTok,Machine Learning Engineer Intern (E-Commerce Recommendation/Search Alliance) - 2027 Start (PhD),https://jobright.ai/jobs/info/6a75540b37da8525e8cdcfc6,intern_list,internship_if_eligible,On Site,"Seattle, WA",11 hours ago,2026-09-06T22:04:07+00:00,,,high,hard_gate: title is 2027 Start (PhD) ML engineer intern.,board_fields,n/a,,,,,,
skip,TikTok,Machine Learning Scientist Intern (TikTok-Local Services) - 2027 Start (PhD),https://jobright.ai/jobs/info/6a7019f2ad0fe2053dba04d1,intern_list,internship_if_eligible,On Site,"San Jose, CA",5 hours ago,2026-09-06T22:04:07+00:00,,,high,hard_gate: PhD-only title on board text (2027 Start (PhD)).,board_fields,n/a,,,,,,
keep,TikTok,Recommendation Architecture AI/ML Infrastructure Engineer Intern (Data-Arch-TikTok Live) - 2027 Summer,https://jobright.ai/jobs/info/6a75b46f7b3417772ade4eee,intern_list,internship_if_eligible,On Site,"San Jose, CA",9 hours ago,2026-09-06T22:04:07+00:00,core,data_ml,high,"intern_ok + fit_priority: 2027 summer recommendation-architecture AI/ML infrastructure engineer intern, San Jose on-site.",board_fields,program_end,,,none,,,
keep,TikTok,"Software Engineer Intern (Recommendation Architecture, Feeds Infrastructure) - 2027 Fall",https://jobright.ai/jobs/info/6a86675174e02153f145bc5b,intern_list,internship_if_eligible,On Site,"San Jose, CA",5 hours ago,2026-09-06T22:04:07+00:00,core,cloud_swe,high,"intern_ok + fit_priority: 2027 Fall software engineer intern (recommendation architecture / feeds infrastructure), San Jose on-site.",board_fields,program_end,,,none,,,
keep,TikTok,"Software Engineer Intern (Recommendation Architecture, Feeds Infrastructure) - 2027 Fall",https://jobright.ai/jobs/info/6a86674c2f4f0014cae2996a,intern_list,internship_if_eligible,On Site,"Seattle, WA",5 hours ago,2026-09-06T22:04:07+00:00,core,cloud_swe,high,"intern_ok + fit_priority: 2027 Fall software engineer intern (recommendation architecture / feeds infrastructure), Seattle on-site.",board_fields,program_end,,,none,,,
keep,TikTok,"Software Engineer Intern (Recommendation Architecture, Feeds Infrastructure) - 2027 Summer",https://jobright.ai/jobs/info/6a8667462f4f0014cae29968,intern_list,internship_if_eligible,On Site,"Seattle, WA",1 hour ago,2026-09-06T22:04:07+00:00,core,cloud_swe,high,"intern_ok + fit_priority: 2027 Summer software engineer intern (recommendation architecture / feeds infrastructure), Seattle on-site.",board_fields,program_end,,,none,,,
keep,TikTok,Software Engineer Intern (TikTok Search Architecture) - 2027 Fall,https://jobright.ai/jobs/info/6a8667454afae74a08344c4f,intern_list,internship_if_eligible,On Site,"San Jose, CA",17 hours ago,2026-09-06T22:04:07+00:00,core,cloud_swe,high,"intern_ok + fit_priority: 2027 Fall software engineer intern (search architecture), San Jose on-site. After program end; still a 2027 intern cycle.",board_fields,program_end,,,none,,,
skip,TikTok,Software Engineer Project Intern (Lead Ads) - 2026 Start (BS/MS),https://jobright.ai/jobs/info/6a51e08002522b5b722eceec,intern_list,internship_if_eligible,On Site,"San Jose, CA",5 hours ago,2026-09-06T22:04:07+00:00,,,high,start_date_conflict + timing_expired: 2026 Start (BS/MS) project intern.,board_fields,n/a,,,,,,
skip,TikTok,Software Engineer Project Intern (Model Infrastructure) - 2026 Start (BS/MS),https://jobright.ai/jobs/info/6a4fcd339469c0662034ee54,intern_list,internship_if_eligible,On Site,"San Jose, CA",19 hours ago,2026-09-06T22:04:07+00:00,,,high,start_date_conflict + timing_expired: 2026 Start (BS/MS) project intern.,board_fields,n/a,,,,,,
skip,TikTok,"Software Engineer Project Intern (Recommendation Infrastructure, TikTok Video Social) - 2026 Start (BS/MS)",https://jobright.ai/jobs/info/6a57eeaf8f51964c04045b7f,intern_list,internship_if_eligible,On Site,"San Jose, CA",9 hours ago,2026-09-06T22:04:07+00:00,,,high,start_date_conflict + timing_expired: 2026 Start (BS/MS) project intern.,board_fields,n/a,,,,,,
skip,Vendelux,Fall Data Intern,https://jobright.ai/jobs/info/6a7f3e56927c79391ad074ed,intern_list,internship_if_eligible,On Site,"New York, NY",1 day ago,2026-09-06T22:04:07+00:00,,,medium,start_date_conflict + timing_expired: Fall data intern posted in September 2026 is the current Fall 2026 cycle.,board_fields,n/a,,,,,,
keep,Walt Disney World,"Commercial Data Science Intern, Spring 2027",https://jobright.ai/jobs/info/6a9b50fbd5ff1f3f1c39ec79,intern_list,internship_if_eligible,On Site,"Lake Buena Vista, FL",1 day ago,2026-09-06T22:04:07+00:00,core,data_ml,high,intern_ok + dual_grad_dates + fit_priority: Spring 2027 commercial data-science intern.,board_fields,dual_date,,,none,,,
keep,XTX Markets,AI Research Internship - XTY Labs,https://jobright.ai/jobs/info/6a52e8768ef95364ead90566,intern_list,internship_if_eligible,Hybrid,"New York, NY",4 hours ago,2026-09-06T22:04:07+00:00,core,data_ml,medium,"intern_ok + fit_priority: XTX Markets AI research internship (XTY Labs), New York hybrid. Board text asks for availability January 2027 or later. Return-to-school after program end 2026-12-18 is uncertain — not a skip.",board_fields,program_end,,,none,,,
keep,moss,Spring ’27 Intern – ML / Perception / Robotics,https://jobright.ai/jobs/info/6a9dc8eba7ba386c5d670593,intern_list,internship_if_eligible,On Site,"San Francisco, CA",1 hour ago,2026-09-06T22:04:07+00:00,core,data_ml,medium,"intern_ok + dual_grad_dates + fit_priority: moss Spring 2027 intern (ML / perception / robotics), San Francisco on-site. Spring wording → dual_date. Enrollment after program end is uncertain — not a skip.",board_fields,dual_date,,,none,,,
keep,Anyscale,Software Engineer (Ray Core),https://jobs.ashbyhq.com/anyscale/81809616-ef2f-44f8-bcee-d1e17749f45d/application,ashby_sweep,new_grad,,San Francisco,2026-09-03T21:14:22.858+00:00,2026-09-06T22:06:02.016237+00:00,core,cloud_swe,medium,"fit_priority: Ray Core software engineer, San Francisco. Not labeled new-grad; still core infra.",board_fields,program_end,,https://jobs.ashbyhq.com/anyscale/81809616-ef2f-44f8-bcee-d1e17749f45d/application,exact,ashby,Software Engineer (Ray Core),"ashby_sweep applyUrl restored; title-only resolve attached Bengaluru Software Engineer, Ray Core (8b29c5e5)"
later,Baseten,Data Scientist (Analytics),https://jobs.ashbyhq.com/baseten/f160637f-b6bf-4f69-a8bd-862a3a3a8b0d/application,ashby_sweep,new_grad,,San Francisco,2026-09-02T23:03:12.050+00:00,2026-09-06T22:06:02.016237+00:00,broad,data_ml,medium,fit_priority: adjacent or experienced specialist SWE/support/analytics; not a clear new-grad target.,board_fields,program_end,,,,,,
later,Baseten,Software Engineer - Identity and Authorization,https://jobs.ashbyhq.com/baseten/19972142-ec0b-4049-8d8f-6a341f57f938/application,ashby_sweep,new_grad,,San Francisco,2026-09-02T15:37:51.977+00:00,2026-09-06T22:06:02.016237+00:00,broad,cloud_swe,medium,fit_priority: adjacent or experienced specialist SWE/support/analytics; not a clear new-grad target.,board_fields,program_end,,,,,,
skip,Clera,AI & Backend Engineer,https://jobs.ashbyhq.com/clera/0113cb2f-de6d-417d-bf9f-14fe2bbf1b88/application,ashby_sweep,new_grad,,Munich,2026-09-03T17:05:31.687+00:00,2026-09-06T22:06:02.016237+00:00,,,high,non_us_location: work location is outside the US (Munich).,board_fields,n/a,,https://jobs.ashbyhq.com/clera/0113cb2f-de6d-417d-bf9f-14fe2bbf1b88/application,exact,ashby,AI & Backend Engineer,ashby_sweep applyUrl restored; title-guess on the agency board attaches a different requisition. Do not add Clera to careers_boards.yaml.
