decision,company,role,url,source,track,work_model,location,posted_relative,fetched_at,suggested_lane,suggested_cluster,confidence,reason,evidence_basis,grad_display_hint,user_confirm,apply_url,apply_url_confidence,apply_ats,apply_matched_title,apply_resolve_evidence
skip,Pacific Northwest National Laboratory,PhD Intern - Computational Biology Advanced Modeling,https://jobright.ai/jobs/info/6aa0a4ac5b2d5633ef3bfc01,intern_list,internship_if_eligible,Remote,United States,12 hours ago,2026-09-09T13:04:29+00:00,,,high,remote: work_model or title is fully remote / remote-only — skip (remote_ok=false).,board_fields,n/a,,,,,,
keep,Plexus Corp.,Intern - Software Engineer (Fall 2027),https://jobright.ai/jobs/info/6a97409d455eaf6a08c1bc2c,intern_list,internship_if_eligible,On Site,"Neenah, WI",11 hours ago,2026-09-09T13:04:29+00:00,core,cloud_swe,high,intern_ok + fit_priority: explicit 2027 intern cycle in SWE/data/ML/AI. Dual dates noted only when Winter/Spring wording appears.,board_fields,program_end,,,none,,,
later,Quantbot Technologies LP,Data Trading Analyst Summer Internship - 2027 [New York],https://jobright.ai/jobs/info/6a7b255eecf5194164fbc2d4,intern_list,internship_if_eligible,On Site,"New York, NY",20 hours ago,2026-09-09T13:04:29+00:00,practice,data_ml,low,fit_priority: adjacent analytics / informatics / generic AI-developer / consulting — later.,board_fields,program_end,,,,,,
later,SWBC,DevOps Intern,https://jobright.ai/jobs/info/6aa08dc3500b01124c779c02,intern_list,internship_if_eligible,On Site,"San Antonio, TX",11 hours ago,2026-09-09T13:04:29+00:00,broad,cloud_swe,medium,intern_ok: in-scope internship but no explicit 2027 term on the board — do not infer a cycle; later.,board_fields,program_end,,,,,,
skip,SWBC,Quality Engineering Intern,https://jobright.ai/jobs/info/6aa08e383b5aa83237b09d7a,intern_list,internship_if_eligible,On Site,"San Antonio, TX",11 hours ago,2026-09-09T13:04:29+00:00,,,high,"non_target_role: QA-only internship, outside SWE/data/ML/AI infra keep set.",board_fields,n/a,,,,,,
later,SWBC,Software Engineering Intern,https://jobright.ai/jobs/info/6aa084793b5aa83237b09a7c,intern_list,internship_if_eligible,On Site,"San Antonio, TX",11 hours ago,2026-09-09T13:04:29+00:00,broad,cloud_swe,medium,intern_ok: in-scope internship but no explicit 2027 term on the board — do not infer a cycle; later.,board_fields,program_end,,,,,,
later,SWIVEL,DevOps Intern,https://jobright.ai/jobs/info/6aa0bbb9a2266b538d2320c9,intern_list,internship_if_eligible,On Site,"San Antonio, TX",11 hours ago,2026-09-09T13:04:29+00:00,broad,cloud_swe,medium,intern_ok: in-scope internship but no explicit 2027 term on the board — do not infer a cycle; later.,board_fields,program_end,,,,,,
skip,SWIVEL,Quality Engineering Intern,https://jobright.ai/jobs/info/6aa0c1e7500b01124c77ad52,intern_list,internship_if_eligible,On Site,"San Antonio, TX",10 hours ago,2026-09-09T13:04:29+00:00,,,high,"non_target_role: QA-only internship, outside SWE/data/ML/AI infra keep set.",board_fields,n/a,,,,,,
later,SWIVEL,Software Engineering Intern,https://jobright.ai/jobs/info/6aa0b8d5500b01124c77abae,intern_list,internship_if_eligible,On Site,"San Antonio, TX",11 hours ago,2026-09-09T13:04:29+00:00,broad,cloud_swe,medium,intern_ok: in-scope internship but no explicit 2027 term on the board — do not infer a cycle; later.,board_fields,program_end,,,,,,
later,Southern Farm Bureau Life Insurance Company,Business Intelligence/Data Insights Intern,https://jobright.ai/jobs/info/6aa054dfea127c37946966f3,intern_list,internship_if_eligible,On Site,"Jackson, MS",13 hours ago,2026-09-09T13:04:29+00:00,broad,data_ml,low,fit_priority: adjacent analytics / informatics / generic AI-developer / consulting — later.,board_fields,program_end,,,,,,
later,Southern Farm Bureau Life Insurance Company,Data Analytics Intern,https://jobright.ai/jobs/info/6aa054ab500b01124c778516,intern_list,internship_if_eligible,On Site,"Jackson, MS",13 hours ago,2026-09-09T13:04:29+00:00,broad,data_ml,low,intern_ok: internship on a US site but term year is missing or the SWE/ML signal is weaker than the 2027 keep set. Prefer later.,board_fields,program_end,,,,,,
later,Southern Farm Bureau Life Insurance Company,Data Governance Intern,https://jobright.ai/jobs/info/6aa0553fa2266b538d22fb2f,intern_list,internship_if_eligible,On Site,"Jackson, MS",13 hours ago,2026-09-09T13:04:29+00:00,practice,data_ml,low,fit_priority: adjacent analytics / informatics / generic AI-developer / consulting — later.,board_fields,program_end,,,,,,
later,Stryker,"Summer 2027 Internship R&D engineer - Columbia City, IN",https://jobright.ai/jobs/info/6aa08850a2266b538d230f51,intern_list,internship_if_eligible,On Site,"Columbia City, IN",14 hours ago,2026-09-09T13:04:29+00:00,practice,health_ai,medium,"fit_priority: adjacent clinical / R&D / hardware / events intern — related, not a keep.",board_fields,program_end,,,,,,
